Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1074572,Gl Assessment,614748,SINV00372199,13/02/2023,70995.67,11832.61,OTHL,Other Learning,3401,General Services,Children'S Services
Blackpool Council,1111346,Yorkshire Care Equipment,615686,YC5689,09/02/2023,3262,219.7,APFBAB,Vitaline,3030,Domestic Equipment - Purchase,Adult & Families
Blackpool Council,1009079,Pearson Education Ltd,616252,2289645,28/02/2023,690.75,65.08,EDDIV,Education Diversity,3304,Books And Periodicals,Children'S Services
Blackpool Council,1109913,Tough Furniture Ltd,616890,25431,03/02/2023,403.2,67.2,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1120827,Engage Esm Ltd,618789,5337007768,24/02/2023,22332,0,FGAC,Ict Technical Support,3532,Comp-Running & License Costs,Resources
Blackpool Council,1006196,Prism Medical Uk Ltd,619960,5549314,15/02/2023,384.02,64,MVBBJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1123518,Department For Transport Account,620141,2373-03/01/2023,02/02/2023,3000,500,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1098651,Direct Parts Supply Ltd T/A Gym-Fit,620143,48276,08/02/2023,663.11,110.51,LEISUR,Leisure Management,2002,Repairs And Maintenance,Community & Env Services
Blackpool Council,1058510,Lifeline Language Services Ltd,620147,0822119,06/02/2023,300,50,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
Blackpool Council,1094424,The Networking People,620207,SI112400,02/02/2023,1980,330,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1120720,5 Ways Boxing Academy Cic,620234,022/23,01/02/2023,1120,0,EDDIV,Education Diversity,4101,Other Local Authorities,Children'S Services
Blackpool Council,1102823,Wilde Consultants Limited,620256,24279,03/02/2023,4712.4,785.4,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1102823,Wilde Consultants Limited,620257,24278,03/02/2023,4284.95,714.16,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1114522,The Oyster Partnership Ltd,620301,10948831,01/02/2023,1998,333,AEV,Vacant & Under Used,0981,Professional Fees,Resources
Blackpool Council,1065040,The Gatehouse Blackpool,620314,HSFGRANT,03/02/2023,500,0,EP8011,Covid Winter Grant,3801,Other Expenses,Children'S Services
Blackpool Council,1065040,The Gatehouse Blackpool,620314,HSFGRANT,03/02/2023,1400,0,EP8011,Covid Winter Grant,4501,Private Contractors,Children'S Services
Blackpool Council,1071842,Sean Conboy T/A Photogenics,620424,6704,03/02/2023,834,139,PRM,Publications,3301,Printing,Places
Blackpool Council,1122491,Planday Limited,620431,INV00204569,02/02/2023,3010.9,501.82,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,620439,56621,03/02/2023,747.84,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,620439,56621,03/02/2023,897.41,149.57,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,620522,4981672,03/02/2023,334.2,55.7,AER,Dual Use Properties,1601,Consumable Supplies,Resources
Blackpool Council,1013064,Tarmac Lafarge Trading Limited,620528,9046189462,21/02/2023,2342.31,390.38,ENGINE,Engineering,3041,Other Materials,Community & Env Services
Blackpool Council,1137419,Chunc Ltd,620530,3765,02/02/2023,4363.24,727.21,CWAN,Children With Additional Needs,5401,Aids To Daily Living,Children'S Services
Blackpool Council,1031475,Jenx Ltd T/A Jiraffe,620531,402532,03/02/2023,1074,179,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1114541,Integrity Print Ltd,620543,1343760,03/02/2023,426,71,PARADM,Parking Administration,3801,Other Expenses,Budgets Outside Cash Limits
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,5482.98,913.83,AD0401,Credit Union - Bus Support,3532,Comp-Running & License Costs,Credit Union - Bus Support
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,340,56.67,CWASTE,Commercial Waste,3532,Comp-Running & License Costs,Community & Env Services
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,1463.9,243.98,DIRCTR,Directorate,3532,Comp-Running & License Costs,Community & Env Services
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,340.36,56.73,DOMPFI,Domestic Waste & Waste Pfi,3532,Comp-Running & License Costs,Community & Env Services
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,860.2,143.37,FB0062,Payments & Processing,3532,Comp-Running & License Costs,Resources
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,472.74,78.79,FB0211,Debtors,3532,Comp-Running & License Costs,Resources
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,6615.98,1102.66,FBBEA,"Income, Recovery & Debtors",3532,Comp-Running & License Costs,Resources
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,660.6,110.1,FC1211,Cashiers,3532,Comp-Running & License Costs,Resources
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,430.63,71.77,FCACA,Benefits - Admin,3532,Comp-Running & License Costs,Resources
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,637.96,106.33,LIFEVE,Life Events Reg & Care,3532,Comp-Running & License Costs,Governance & Partnerships
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,714.74,119.12,MTEBK,Other Services,3532,Comp-Running & License Costs,Adult & Families
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,1643.8,273.97,PARADM,Parking Administration,3532,Comp-Running & License Costs,Budgets Outside Cash Limits
Blackpool Council,1071928,Civica Uk Limited,620572,C/PY261119,08/02/2023,1972.42,328.74,PYLA,Licencing,3532,Comp-Running & License Costs,Community & Env Services
Blackpool Council,1058510,Lifeline Language Services Ltd,620661,0922101,06/02/2023,396,66,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
Blackpool Council,1029832,Computacenter (Uk) Ltd,620689,3883917357,03/02/2023,66915.07,11152.51,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1029832,Computacenter (Uk) Ltd,620690,3883917358,03/02/2023,494923.68,82487.28,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1006944,Siemens Financial Services Ltd,620691,244/23/0066383,03/02/2023,2620.8,436.8,APFBAB,Vitaline,3711,Subscriptions,Adult & Families
Blackpool Council,1010860,Advanced Steel Services Ltd,620695,01132580,08/02/2023,1197,199.5,PJHA,"Depot, Management & Admin",3041,Other Materials,Places
Blackpool Council,1131576,Oprema Limited,620696,3063951,03/02/2023,2739.02,456.5,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1131576,Oprema Limited,620697,3064358,03/02/2023,16419.19,2736.53,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1131576,Oprema Limited,620698,3064783,08/02/2023,6308.76,1051.46,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1058510,Lifeline Language Services Ltd,620707,0922122,03/02/2023,674.58,112.43,JA1531,Independent Reviewing Officers,0981,Professional Fees,Children'S Services
Blackpool Council,1058510,Lifeline Language Services Ltd,620708,0922123,03/02/2023,1396.26,232.71,JA1531,Independent Reviewing Officers,0981,Professional Fees,Children'S Services
Blackpool Council,1114137,Ricardo-Aea Ltd,620710,6197624,09/02/2023,8700,1450,CORDEV,Corporate Delivery Unit,3801,Other Expenses,Chief Executive
Blackpool Council,1102823,Wilde Consultants Limited,620735,24324-5,03/02/2023,22746.6,3791.1,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1096596,Highfield Pfi Spv Ltd,620748,PHSIP000045,07/02/2023,417326.22,69554.37,EM1029,Highfield Pfi,4701,Other Contracted Services,Children'S Services
Blackpool Council,1130833,Chasing The Stigma,620766,97,01/02/2023,2000,0,FK0071,Corporate Training,3426,Course Fees,Chief Executive
Blackpool Council,1137011,Morningside Kennels,620769,BBC002,02/02/2023,2520,0,PYEP,Environmental Protection,4502,Dog Kennelling Contractor,Community & Env Services
Blackpool Council,1136270,S.E.N. Expert Training & Advocacy Ltd,620772,002,07/02/2023,723.5,0,CWAN,Children With Additional Needs,0911,Training Expenses,Children'S Services
Blackpool Council,1121485,Philredom Ltd,620773,PL09012023-100,08/02/2023,2275,0,MNGMT,Central Management,3413,Consultants,Children'S Services
Blackpool Council,1120630,Dar Consulting,620775,SI-266,08/02/2023,720,120,CGICAG,Town Deal,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1111807,Costar Uk Limited,620782,116950492,02/02/2023,16485.12,2747.52,HJA,Growth,3711,Subscriptions,Places
Blackpool Council,1006419,Tunstall Healthcare (Uk) Ltd,620801,CD970004808,09/02/2023,2068.56,344.76,APFBAB,Vitaline,3012,Other Equipment,Adult & Families
Blackpool Council,1123071,Whistlejacket London Limited,620805,INV-0956,09/02/2023,3577.39,596.23,HJA,Growth,3315,Marketing,Places
Blackpool Council,1105208,222 Sports Limited,620806,2905,09/02/2023,1440,240,LEISUR,Leisure Management,3711,Subscriptions,Community & Env Services
Blackpool Council,1080563,Bay Media,620819,8336,10/02/2023,1407.6,234.6,PRL,Marketing,3401,General Services,Places
Blackpool Council,1006636,Tts Group Ltd,620823,DE7024988,09/02/2023,269.94,44.99,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1110952,Mereside Primary Academy,620831,0000000256,03/02/2023,3560,0,EP8011,Covid Winter Grant,3701,Grants,Children'S Services
Blackpool Council,1123368,Escalla  Ts Ltd,620834,6302,08/02/2023,702,117,FCACA,Benefits - Admin,3605,Confs & Short Courses,Resources
Blackpool Council,1057663,Wilde Recruitment Ltd,620850,42461,03/02/2023,552.38,92.06,CTAHHA,Tramway Emergency Works,6501,Contract Payments,Capital - Commnctn & Regen
Blackpool Council,1114522,The Oyster Partnership Ltd,620853,10949276,08/02/2023,1620,270,AEV,Vacant & Under Used,0981,Professional Fees,Resources
Blackpool Council,1114036,Odlings Ltd T/A The Columbaria Co,620922,INV0087945,03/02/2023,706.8,117.8,CEMCRE,Cems Crems Etc,3454,Remove And Refix Memorials,Governance & Partnerships
Blackpool Council,1073324,Dale Power Solutions Plc,620930,SI285398,10/02/2023,1243.2,207.2,FGAC,Ict Technical Support,1121,Heating & Ventilation,Resources
Blackpool Council,1078313,Muddy Faces Ltd,620931,82031,02/02/2023,327.59,54.6,PRKDEV,Parks Development,3041,Other Materials,Community & Env Services
Blackpool Council,1094355,Les Mills Fitness Uk Ltd,620932,LMUK-SIV-150010,03/02/2023,450,75,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1119493,Centerprise International Ltd,620957,90293510,10/02/2023,43200,7200,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1119493,Centerprise International Ltd,620958,90293511,10/02/2023,28512,4752,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1058510,Lifeline Language Services Ltd,620961,1022036,03/02/2023,250.8,41.8,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
