Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2023,4,APRIL,45021,Director Planning & Regeneration (PHT),Counsel's Fees,11 KBW T/A MR JAMES GOUDIE KC,1260
2023,4,APRIL,45022,Head of Legal Services,Counsel's Fees,11 KBW T/A MS HEATHER EMMERSON,1200
2023,4,APRIL,45022,Head of Court and Specialist Services,Counsel's Fees,1GC T/A MALCOLM CHISHOLM,915
2023,4,APRIL,45022,Head of Legal Services,Counsel's Fees,1GC T/A MALCOLM CHISHOLM,183
2023,4,APRIL,45021,Director of Health and Public Health,Sports Instruction,2 STEPZ,805
2023,4,APRIL,45027,Head of SEND & Inclusion,Statemented Pupils,39 ESSEX CHAMBERS T/A MR STEVE BROACH,1255
2023,4,APRIL,45027,DSG Corporate Items,Grants,4 STREET AND NORTHWOOD NURSERIES,12102.43
2023,4,APRIL,45042,Head of Legal Services,Counsel's Fees,4-5 GRAYS INN SQUARE T/A MR IAN PEACOCK,1100
2023,4,APRIL,45040,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,4,APRIL,45034,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,4,APRIL,45027,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,4,APRIL,45019,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,4,APRIL,45040,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2023,4,APRIL,45040,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,1202.8600000000001
2023,4,APRIL,45034,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,1218.82
2023,4,APRIL,45027,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,1795.21
2023,4,APRIL,45019,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,1166.56
2023,4,APRIL,45027,Head of Looked After Children and Care Leavers,Residential Homes,A WILDERNESS WAY GROUP LIMITED,54904
2023,4,APRIL,45035,Director Housing,B&B Hotel Costs,AARAV,3598
2023,4,APRIL,45035,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,1650
2023,4,APRIL,45035,Head of Children in Need of Help and Protection,Client Rents,AARAV PROPERTIES LTD,825
2023,4,APRIL,45021,Transport and Projects Team - Community Engagement,Contract  - Building Works,ABACUS PROPERTY SOLUTIONS LTD,53420.49
2023,4,APRIL,45033,Head of Looked After Children and Care Leavers,Client Rents U18,ABIDING LIMITED,7064.29
2023,4,APRIL,45033,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABIDING LIMITED,3200
2023,4,APRIL,45033,ASC Placements,Long Term - Community: Supported Living,ABILITY HOUSING ASSOCIATION,97392.56
2023,4,APRIL,45033,ASC Placements,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,5717.2300000000005
2023,4,APRIL,45033,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,22912.77
2023,4,APRIL,45042,DSG Income,Training Resources,AC EDUCATION LTD,1197.6000000000001
2023,4,APRIL,45043,DSG Income,Other Supplies & Services,AC EDUCATION LTD,4400
2023,4,APRIL,45037,Head of Direct Care Provision (CFE),Vehicle Contract Hire,ACC MINICABS T/A K2 CARS LTD,21486.260000000002
2023,4,APRIL,45042,Head of Communications,Subscriptions,ACCESS INTELLIGENCE MEDIA AND COMMUNICATIONS,8242.51
2023,4,APRIL,45040,ASC Placements,Long Term - Community: Supported Living,ACHIEVE TOGETHER SERVICES LIMITED,54267.76
2023,4,APRIL,45040,ASC Placements,Long Term - Residential,ACHIEVE TOGETHER SERVICES LIMITED,108889.76000000001
2023,4,APRIL,45033,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10391.06
2023,4,APRIL,45040,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10391.06
2023,4,APRIL,45041,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,20782.12
2023,4,APRIL,45042,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10391.06
2023,4,APRIL,45033,Head of Looked After Children and Care Leavers,Residential Homes,ACORN CARE & EDUCATION LTD,22138.43
2023,4,APRIL,45033,SEND,Ind Spec Schools Placements,ACORN CARE & EDUCATION LTD,2567984.16
2023,4,APRIL,45021,ASC Placements,Short Term - Residential,ADDICTION RECOVERY CENTRE,4175
2023,4,APRIL,45044,Director Strategic & Operational Finance,Private Contractors,ADVANCED BUSINESS SOLUTIONS,793.3000000000001
2023,4,APRIL,45033,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,24560
2023,4,APRIL,45037,Head of ICT,IT Contract Services,AGILISYS LTD,66218.85
2023,4,APRIL,45021,HRA Operating Budgets,Support and Maintenance Renewals,AGILISYS LTD,7150
2023,4,APRIL,45020,Head of Youth Justice and Adolescent Development,Other Supplies & Services,AKTIVA CAMPS LTD,3240
2023,4,APRIL,45019,Director Environment And Leisure (Residents),Equipment Hire,ALGECO UK LIMITED,576.1800000000001
2023,4,APRIL,45044,Director Environment And Leisure (Residents),Equipment Hire,ALGECO UK LIMITED,576.1800000000001
2023,4,APRIL,45028,Director Property Services,Surveyor Fees - External,ALLEN CONSTRUCTION CONSULTANCY LIMITED,9950
2023,4,APRIL,45020,Programme and Asset Management - Housing,Other External Fees,ALLEN CONSTRUCTION CONSULTANCY LIMITED,1200
2023,4,APRIL,45022,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,9412.5
2023,4,APRIL,45029,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,6506.25
2023,4,APRIL,45036,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,6506.25
2023,4,APRIL,45043,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,6506.25
2023,4,APRIL,45044,Head of ICT,Support and Maintenance Renewals,ALTIA SOLUTIONS LTD,12740.2
2023,4,APRIL,45037,Director Housing,Rents & Wayleaves,ALTWOOD PROPERTIES LTD,778.85
2023,4,APRIL,45040,Head of Children in Need of Help and Protection,Client Rents,ALTWOOD PROPERTIES LTD,4017
2023,4,APRIL,45022,Head of Direct Care Provision (CFE),Vehicle Contract Hire,AMAC EXPRESS SERVICES,124164.5
2023,4,APRIL,45027,DSG Corporate Items,Grants,AMANDA'S CHILDMINDING SERVICE,3067.35
2023,4,APRIL,45033,Head of Looked After Children and Care Leavers,Residential Homes,AMBERLEIGH CARE LTD,20244
2023,4,APRIL,45021,ASC Placements,Long Term - Community: Other - Outreach,AMBITO CARE AND EDUCATION,3864.6
2023,4,APRIL,45029,HRA Operating Budgets,Other Supplies & Services,ANCHOR TRUST,23227.74
2023,4,APRIL,45020,Director Environment And Leisure (Residents),Materials Purchase,ANGLIA SIGN CASTING,1555.89
2023,4,APRIL,45044,Head of Youth Justice and Adolescent Development,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,231.91
2023,4,APRIL,45044,Head of Health and Strategic Partnership,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,72.72
2023,4,APRIL,45044,"Head of Early Help, Prevention and Permanence",Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,64.74
2023,4,APRIL,45044,Head of Direct Care Provision (HSC),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,231.59
2023,4,APRIL,45044,Head of Child & Family Development (CFE),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,589.99
2023,4,APRIL,45044,Head of Business Administration,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,87.73
2023,4,APRIL,45044,Head of Adult Education,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,136.04
2023,4,APRIL,45044,HRA Operating Budgets,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,-0.11
2023,4,APRIL,45044,Director Property Services,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,352.53000000000003
2023,4,APRIL,45036,Director Property Services,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,3531.48
2023,4,APRIL,45044,Director Operational Assets,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,35669.82
2023,4,APRIL,45044,Director Environment And Leisure (Residents),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,13778.89
2023,4,APRIL,45044,Director Environment And Leisure (CFE),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,1522.48
2023,4,APRIL,45044,Director Community Safety And Enforcement,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,5.93
2023,4,APRIL,45036,Director Community Safety And Enforcement,Other Levies,APCOA PARKING (UK) LIMITED,27663.18
2023,4,APRIL,45037,Director Community Safety And Enforcement,Other Levies,APCOA PARKING (UK) LIMITED,30867.350000000002
2023,4,APRIL,45029,Director Community Safety And Enforcement,Private Contractors,APCOA PARKING (UK) LIMITED,177211.02
2023,4,APRIL,45036,Director Community Safety And Enforcement,Support and Maintenance Renewals,APCOA PARKING (UK) LIMITED,18751.07
2023,4,APRIL,45029,Director Strategic & Operational Finance,Private Contractors,APCOA PARKING (UK) LIMITED,-1240.48
2023,4,APRIL,45034,Head of Health and Strategic Partnership,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,1333
2023,4,APRIL,45033,Head of Children in Need of Help and Protection,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,1708
2023,4,APRIL,45034,Director Housing,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,11125
2023,4,APRIL,45033,Director Housing,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,5549
2023,4,APRIL,45022,Head of Direct Care Provision (CFE),Vehicle Contract Hire,APOLLO CARS LTD,29808.5
2023,4,APRIL,45020,Head of Learning Disability and Mental Health Services,Vehicle Contract Hire,APOLLO CARS LTD,980
2023,4,APRIL,45022,Head of Learning Disability and Mental Health Services,Vehicle Contract Hire,APOLLO CARS LTD,700
2023,4,APRIL,45028,Head of Learning Disability and Mental Health Services,Vehicle Contract Hire,APOLLO CARS LTD,1368.5
2023,4,APRIL,45043,ASC Placements,Long Term - Residential,APPCOURT LTD,541.45
2023,4,APRIL,45034,SEND,Statemented Pupils,ARBOUR VALE SCHOOL,52901.71
2023,4,APRIL,45042,Programme and Asset Management - Housing,Contract  - Building Works,ARC GROUP LIMITED,8398
2023,4,APRIL,45041,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,8038.4800000000005
2023,4,APRIL,45040,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,7472.42
2023,4,APRIL,45033,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,30292.4
2023,4,APRIL,45030,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,7201.28
2023,4,APRIL,45027,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,7840.92
2023,4,APRIL,45041,Housing Special Projects,DF Grant Payments-Agency,ARC GROUP LIMITED,6959.75
2023,4,APRIL,45040,Housing Special Projects,DF Grant Payments-Agency,ARC GROUP LIMITED,13940.91
2023,4,APRIL,45033,Housing Special Projects,DF Grant Payments-Agency,ARC GROUP LIMITED,25883.81
2023,4,APRIL,45030,Housing Special Projects,DF Grant Payments-Agency,ARC GROUP LIMITED,7724.52
2023,4,APRIL,45020,Capital Programme and Planned Works - Housing,External Project Consultant Fees,ARDENT MANAGEMENT LIMITED,1340
2023,4,APRIL,45021,Director Operational Assets,Buildings Maint Day To Day,ARJO UK LTD,857.38
2023,4,APRIL,45034,ASC Placements,Long Term - Residential,ARK CARE HOMES LTD,9960.72
2023,4,APRIL,45021,ASC Placements,Long Term - Residential,ARK CARE HOMES LTD,9960.72
2023,4,APRIL,45019,ASC Placements,Long Term - Community: Other - Outreach,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,6859.84
2023,4,APRIL,45020,Head of Court and Specialist Services,Home Care,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,540.6
2023,4,APRIL,45042,SEND,Statemented Pupils,ASEND LTD,10110
2023,4,APRIL,45037,SEND,Statemented Pupils,ASEND LTD,4080
2023,4,APRIL,45036,SEND,Statemented Pupils,ASEND LTD,16355
2023,4,APRIL,45035,SEND,Statemented Pupils,ASEND LTD,5760
2023,4,APRIL,45030,SEND,Statemented Pupils,ASEND LTD,4800
2023,4,APRIL,45029,SEND,Statemented Pupils,ASEND LTD,1350
2023,4,APRIL,45028,SEND,Statemented Pupils,ASEND LTD,600
2023,4,APRIL,45027,SEND,Statemented Pupils,ASEND LTD,5760
2023,4,APRIL,45022,SEND,Statemented Pupils,ASEND LTD,16410
2023,4,APRIL,45021,SEND,Statemented Pupils,ASEND LTD,5185
2023,4,APRIL,45020,SEND,Statemented Pupils,ASEND LTD,1410
2023,4,APRIL,45019,SEND,Statemented Pupils,ASEND LTD,2480
2023,4,APRIL,45041,Director Housing,B&B Hotel Costs,ASHBURN RENTALS LTD,27770
2023,4,APRIL,45041,Head of Children in Need of Help and Protection,Client Rents,ASHBURN RENTALS LTD,3060
2023,4,APRIL,45041,Head of Health and Strategic Partnership,B&B Hotel Costs,ASHBURN RENTALS LTD,4247
2023,4,APRIL,45033,ASC Placements,Long Term - Residential,ASHDENE HOUSE LTD,3949.88
2023,4,APRIL,45021,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,1334.69
2023,4,APRIL,45028,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,4409.46
2023,4,APRIL,45035,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,1740.23
2023,4,APRIL,45042,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,1950.69
2023,4,APRIL,45019,ASC Placements,Long Term - Residential,ASPENS ENTERPRISES LIMITED,7600.4800000000005
2023,4,APRIL,45033,SEND,Ind Spec Schools Placements,ASPRIS CHILDRENS SERVICES LTD,141155.34
2023,4,APRIL,45022,SEND,Ind Spec Schools Placements,ASPRIS CHILDRENS SERVICES T/A CAMHS,8620.5
2023,4,APRIL,45033,ASC Placements,Long Term - Nursing,ASTER HEALTHCARE,2694.64
2023,4,APRIL,45027,ASC Placements,Long Term - Nursing,ASTORIA HEALTHCARE LIMITED,44027.6
2023,4,APRIL,45030,Director Environment And Leisure (Residents),Materials Purchase,ATTGROW LTD,628.48
2023,4,APRIL,45044,Director Environment And Leisure (Residents),Materials Purchase,ATTGROW LTD,991.2900000000001
2023,4,APRIL,45030,Director Operational Assets,Other Supplies & Services,AUDITORIA SERVICES LTD,7645.43
2023,4,APRIL,45037,SEND,Independent Specialist provider - Post 16,AURORA FOXES,21035.43
2023,4,APRIL,45041,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,7538.27
2023,4,APRIL,45033,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,3174.46
2023,4,APRIL,45019,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,6007.92
2023,4,APRIL,45041,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,5754.6900000000005
