Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2023,12,DECEMBER,45278,Director of Health and Public Health,Sports Instruction,2 STEPZ,735
2023,12,DECEMBER,45266,DSG - Early Years Block,Grants,4 STREET AND NORTHWOOD NURSERIES,3233.76
2023,12,DECEMBER,45287,DSG - Early Years Block,Grants,4 STREET AND NORTHWOOD NURSERIES,11746.09
2023,12,DECEMBER,45265,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,268.4
2023,12,DECEMBER,45272,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,300.85
2023,12,DECEMBER,45279,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,284.35
2023,12,DECEMBER,45288,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,298.65000000000003
2023,12,DECEMBER,45265,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2023,12,DECEMBER,45265,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,12,DECEMBER,45272,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,12,DECEMBER,45279,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,12,DECEMBER,45288,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,12,DECEMBER,45289,Head of Court and Specialist Services,Counsel's Fees,5 PUMP COURT T/A KERRIE CROXFORD,880
2023,12,DECEMBER,45274,Director Environment And Leisure (CFE),Building Cleaning,A F JONES STONEMASONS LIMITED,776
2023,12,DECEMBER,45288,Director Strategic & Operational Finance,Private Contractors,A.M.1 CONSULTING LIMITED,-2835.94
2023,12,DECEMBER,45288,Director Strategic & Operational Finance,Externally Contracted Services,A.M.1 CONSULTING LIMITED,15400
2023,12,DECEMBER,45278,Director Housing,B&B Hotel Costs,AARAV,16469
2023,12,DECEMBER,45279,Director Housing,B&B Hotel Costs,AARAV,2365
2023,12,DECEMBER,45281,Director Housing,B&B Hotel Costs,AARAV,37165
2023,12,DECEMBER,45282,Director Housing,B&B Hotel Costs,AARAV,1485
2023,12,DECEMBER,45278,Head of Children in Need of Help and Protection,Client Rents,AARAV,2585
2023,12,DECEMBER,45278,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,21145
2023,12,DECEMBER,45281,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,18880
2023,12,DECEMBER,45264,Head of Looked After Children and Care Leavers,Client Rents U18,ABIDING LIMITED,7120
2023,12,DECEMBER,45264,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABIDING LIMITED,6812.860000000001
2023,12,DECEMBER,45278,ASC Placements,Long Term - Community: Supported Living,ABILITY HOUSING ASSOCIATION,102933.32
2023,12,DECEMBER,45278,ASC Placements,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,8194.94
2023,12,DECEMBER,45278,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,24425.06
2023,12,DECEMBER,45289,Housing Special Projects - HRA,Other External Fees,ACCESS INDEPENDENT,2630
2023,12,DECEMBER,45289,Housing Special Projects,Other External Fees,ACCESS INDEPENDENT,1320
2023,12,DECEMBER,45261,Housing Special Projects,Other External Fees,ACCESS INDEPENDENT,820
2023,12,DECEMBER,45264,ASC Placements,Long Term - Community: Supported Living,ACHIEVE TOGETHER SERVICES LIMITED,70718.86
2023,12,DECEMBER,45287,ASC Placements,Long Term - Community: Supported Living,ACHIEVE TOGETHER SERVICES LIMITED,86085.31
2023,12,DECEMBER,45264,ASC Placements,Long Term - Residential,ACHIEVE TOGETHER SERVICES LIMITED,134619.58000000002
2023,12,DECEMBER,45287,ASC Placements,Long Term - Residential,ACHIEVE TOGETHER SERVICES LIMITED,97830.74
2023,12,DECEMBER,45282,DSG - High Needs Block,Ind Spec Schools Placements,ACORN CARE & EDUCATION LTD,1795321.38
2023,12,DECEMBER,45278,Head of Looked After Children and Care Leavers,Residential Homes,ACORN CARE & EDUCATION LTD,22138.43
2023,12,DECEMBER,45280,Director of Health and Public Health,Private Contractors,ACRE SURGERY,3930
2023,12,DECEMBER,45275,Capital Programme and Planned Works- Major Projects,Contract  - Building Works,ACS STAINLESS STEEL FIXINGS LTD,24802.39
2023,12,DECEMBER,45289,DSG - Grants & Other Income,Training Resources,ADOPTIONPLUS,1100
2023,12,DECEMBER,45273,Head of Looked After Children and Care Leavers,Personal Needs of Clients,AEGIS 247 LTD,525.23
2023,12,DECEMBER,45264,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,46050
2023,12,DECEMBER,45288,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,47585
2023,12,DECEMBER,45274,HRA Operating Budgets,Water Rates & Sewerage,AFFINITY WATER,628.84
2023,12,DECEMBER,45280,HRA Operating Budgets,Water Commissions,AFFINITY WATER,11172.48
2023,12,DECEMBER,45273,HRA Operating Budgets,Water Commissions,AFFINITY WATER,1177.71
2023,12,DECEMBER,45272,HRA Operating Budgets,Water Commissions,AFFINITY WATER,6542.93
2023,12,DECEMBER,45271,HRA Operating Budgets,Water Commissions,AFFINITY WATER,1506.74
2023,12,DECEMBER,45278,Director of Health and Public Health,Other Supplies & Services,AGE UK HILLINGDON,2300
2023,12,DECEMBER,45268,Head of Hospital and Localities Services,Other Supplies & Services,AGE UK HILLINGDON,8000
2023,12,DECEMBER,45261,Capital Programme and Planned Works- Major Projects,Contract  - Building Works,AL-13 LTD,15540.98
