Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2024,2,FEBRUARY,45324,Head of Court and Specialist Services,Counsel's Fees,2DRJ BARRISTERS T/A MISS MANJIT DOGRA,800
2024,2,FEBRUARY,45327,Head of Court and Specialist Services,Counsel's Fees,2DRJ BARRISTERS T/A MISS MANJIT DOGRA,625
2024,2,FEBRUARY,45329,Head of Court and Specialist Services,Counsel's Fees,2DRJ BARRISTERS T/A MISS MANJIT DOGRA,800
2024,2,FEBRUARY,45337,Director Adult Services and Health,Counsel's Fees,33 BEDFORD ROW T/A DR S CHELVAN,715
2024,2,FEBRUARY,45324,DSG - Early Years Block,Grants,4 STREET AND NORTHWOOD NURSERIES,11866.51
2024,2,FEBRUARY,45350,DSG - Early Years Block,Grants,4 STREET AND NORTHWOOD NURSERIES,11552.12
2024,2,FEBRUARY,45328,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,280.22
2024,2,FEBRUARY,45335,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,281.6
2024,2,FEBRUARY,45341,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,288.75
2024,2,FEBRUARY,45348,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,288.47
2024,2,FEBRUARY,45348,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2024,2,FEBRUARY,45328,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,2,FEBRUARY,45335,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,2,FEBRUARY,45341,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,2,FEBRUARY,45348,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,2,FEBRUARY,45329,ASC Placements,Short Term - Residential,A & I CARE HOME LIMITED,9600
2024,2,FEBRUARY,45334,Director Strategic & Operational Finance,Externally Contracted Services,A.M.1 CONSULTING LIMITED,15400
2024,2,FEBRUARY,45349,Director Strategic & Operational Finance,Externally Contracted Services,A.M.1 CONSULTING LIMITED,55792
2024,2,FEBRUARY,45345,Director Strategic & Operational Finance,Rent Allowances,A2 DOMINION,528.88
2024,2,FEBRUARY,45331,Director Strategic & Operational Finance,Rent Allowances Repaid,A2 DOMINION,2414.77
2024,2,FEBRUARY,45323,Director Housing,B&B Hotel Costs,AARAV,12190
2024,2,FEBRUARY,45328,Director Housing,B&B Hotel Costs,AARAV,2040
