Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2024,1,JANUARY,45310,Director Community Safety And Enforcement,Counsel's Fees,2 HARE COURT T/A MR RICHARD HELLER,587.5
2024,1,JANUARY,45313,Director Community Safety And Enforcement,Counsel's Fees,2 HARE COURT T/A MR RICHARD HELLER,5081.25
2024,1,JANUARY,45302,Director Community Safety And Enforcement,Counsel's Fees,3PB BARRISTERS T/A MR GRAHAM GILBERT,2000
2024,1,JANUARY,45302,Head of Legal Services,Counsel's Fees,3PB BARRISTERS T/A MR GRAHAM GILBERT,400
2024,1,JANUARY,45320,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,1,JANUARY,45314,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,1,JANUARY,45307,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,1,JANUARY,45300,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,1,JANUARY,45294,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2024,1,JANUARY,45320,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2024,1,JANUARY,45294,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2024,1,JANUARY,45320,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,286.82
2024,1,JANUARY,45314,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,286
2024,1,JANUARY,45307,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,284.63
2024,1,JANUARY,45300,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,282.15000000000003
2024,1,JANUARY,45294,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,287.93
2024,1,JANUARY,45295,Head of Court and Specialist Services,Legal & Court Costs,5 PUMP COURT T/A KERRIE CROXFORD,880
2024,1,JANUARY,45301,Head of Court and Specialist Services,Legal & Court Costs,5 PUMP COURT T/A KERRIE CROXFORD,880
2024,1,JANUARY,45308,Director Community Safety And Enforcement,Legal & Court Costs,6 PUMP COURT T/A MR PASCAL BATES,4312.5
2024,1,JANUARY,45308,Head of Legal Services,Legal & Court Costs,6 PUMP COURT T/A MR PASCAL BATES,862.5
2024,1,JANUARY,45307,Director Strategic & Operational Finance,Private Contractors,A.M.1 CONSULTING LIMITED,-592.79
2024,1,JANUARY,45307,Director Strategic & Operational Finance,Externally Contracted Services,A.M.1 CONSULTING LIMITED,111584
2024,1,JANUARY,45306,Director Strategic & Operational Finance,Externally Contracted Services,A.M.1 CONSULTING LIMITED,13300
2024,1,JANUARY,45299,Director Housing,B&B Hotel Costs,AARAV,765
2024,1,JANUARY,45313,Director Housing,B&B Hotel Costs,AARAV,5290
2024,1,JANUARY,45317,Director Housing,B&B Hotel Costs,AARAV,60496
2024,1,JANUARY,45313,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,11230
2024,1,JANUARY,45317,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,19590
2024,1,JANUARY,45322,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABC HILLINGDON T/A ABC HOUSING,3764.29
2024,1,JANUARY,45294,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABC HILLINGDON T/A ABC HOUSING,5828.58
2024,1,JANUARY,45322,Head of Looked After Children and Care Leavers,Personal Needs of Clients,ABC HILLINGDON T/A ABC HOUSING,-428.57
2024,1,JANUARY,45294,Head of Looked After Children and Care Leavers,Personal Needs of Clients,ABC HILLINGDON T/A ABC HOUSING,-885.71
2024,1,JANUARY,45322,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,12878.58
2024,1,JANUARY,45294,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,13950.01
2024,1,JANUARY,45322,Director Housing,Rents & Wayleaves,ABDUL RAUF QADIRI,1661.52
2024,1,JANUARY,45306,Head of Looked After Children and Care Leavers,Client Rents U18,ABIDING LIMITED,25604.29
2024,1,JANUARY,45306,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABIDING LIMITED,15040
2024,1,JANUARY,45320,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,25397
2024,1,JANUARY,45307,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,61372.89
2024,1,JANUARY,45299,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,29404.18
2024,1,JANUARY,45320,ASC Placements,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,7223
2024,1,JANUARY,45299,ASC Placements,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,3215.82
2024,1,JANUARY,45320,ASC Placements,Long Term - Community: Supported Living,ABILITY HOUSING ASSOCIATION,102933.32
2024,1,JANUARY,45299,ASC Placements,Long Term - Community: Supported Living,ABILITY HOUSING ASSOCIATION,102933.32
2024,1,JANUARY,45301,Head of Court and Specialist Services,Counsel's Fees,ABIMBOLA BADEJO T/A 5 PUMP COURT BARRISTERS CHAMBERS,800
2024,1,JANUARY,45294,Head of Child & Family Development (HSC),Professional services,ACCESS INDEPENDENT,27090
2024,1,JANUARY,45310,Housing Special Projects,Other External Fees,ACCESS INDEPENDENT,2620
2024,1,JANUARY,45310,Housing Special Projects - HRA,Other External Fees,ACCESS INDEPENDENT,1240
2024,1,JANUARY,45320,ASC Placements,Long Term - Residential,ACHIEVE TOGETHER SERVICES LIMITED,105822.98
2024,1,JANUARY,45320,ASC Placements,Long Term - Community: Supported Living,ACHIEVE TOGETHER SERVICES LIMITED,79873.34
2024,1,JANUARY,45301,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9630.06
2024,1,JANUARY,45315,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9630.06
2024,1,JANUARY,45322,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9630.06
2024,1,JANUARY,45313,ASC Placements,Long Term - Residential,ACORN CARE & EDUCATION LTD,9671.04
2024,1,JANUARY,45313,Head of Looked After Children and Care Leavers,Residential Homes,ACORN CARE & EDUCATION LTD,20710.14
2024,1,JANUARY,45306,ASC Placements,Long Term - Residential,ACORN VILLAGE LTD,9643.960000000001
2024,1,JANUARY,45321,ASC Placements,Long Term - Residential,ACORN VILLAGE LTD,9643.960000000001
2024,1,JANUARY,45307,Head of Procurement and Commissioning,Professional services,ADDLESHAW GODDARD LLP,4517.26
2024,1,JANUARY,45308,Head of Learning Disability and Mental Health Services,Client Support,ADM CLEANING SERVICES LIMITED,1475
2024,1,JANUARY,45320,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,47585
2024,1,JANUARY,45293,HRA Operating Budgets,Water Commissions,AFFINITY WATER,3103.53
2024,1,JANUARY,45314,Head of Court and Specialist Services,Legal & Court Costs,AG FAMILY SUPPORT LTD,552.15
2024,1,JANUARY,45310,Capital Programme and Planned Works- Major Projects,Contract  - Building Works,AL-13 LTD,33441.35
2024,1,JANUARY,45299,Director Environment And Leisure (Residents),Equipment Hire,ALGECO UK LIMITED,619.38
2024,1,JANUARY,45299,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,ALL FOR CARE HOME CARE SERVICES,493.27000000000004
2024,1,JANUARY,45299,Head of Court and Specialist Services,Home Care,ALL FOR CARE HOME CARE SERVICES,913.07
2024,1,JANUARY,45299,ASC Placements,Long Term - Community: Other - Outreach,ALL FOR CARE HOME CARE SERVICES,5267.72
2024,1,JANUARY,45294,Director Operational Assets,Building Maint Service Contracts,ALLEN CONSTRUCTION CONSULTANCY LIMITED,1500
2024,1,JANUARY,45294,Director Operational Assets,Other Supplies & Services,ALLEN CONSTRUCTION CONSULTANCY LIMITED,750
2024,1,JANUARY,45296,Director Property Services,Surveyor Fees - External,ALLEN CONSTRUCTION CONSULTANCY LIMITED,2792.5
